"year","plot","date","time","session","camera_direction","image","species","count"
"2021","5","5/18","2028","1","N","41","Elk","3"
"2021","5","5/18","2029","1","N","42","Elk","4"
"2021","5","5/18","2029","1","N","43","Elk","2"
"2021","5","5/18","2029","1","N","44","Elk","1"
"2021","5","5/19","2346","1","N","45","Mule Deer","1"
"2021","5","5/19","2346","1","N","45","Unidentified Deer","2"
"2021","5","5/20","46","1","N","46","Mule Deer","1"
"2021","5","5/20","47","1","N","47","Mule Deer","1"
"2021","5","5/23","1412","1","N","48","Mule Deer","7"
"2021","5","5/23","1412","1","N","48","Unidentified Deer","1"
"2021","5","5/24","256","1","N","49","Mule Deer","1"
"2021","5","5/27","1335","1","N","51","Mule Deer","1"
"2021","5","5/27","1336","1","N","52","Mule Deer","2"
"2021","5","5/27","1337","1","N","53","Mule Deer","5"
"2021","5","5/28","1650","1","N","54","Mule Deer","4"
"2021","5","5/28","2243","1","N","55","Unidentified Deer","2"
"2021","5","5/29","2046","1","N","56","Unidentified Deer","4"
"2021","5","5/30","20","1","N","57","Unidentified Deer","1"
"2021","5","5/30","42","1","N","58","Unidentified Deer","1"
"2021","5","5/30","109","1","N","59","Unidentified Deer","4"
"2021","5","5/30","2025","1","N","60","Mule Deer","2"
"2021","5","5/30","2025","1","N","60","Unidentified Deer","1"
"2021","5","5/30","2025","1","N","61","Mule Deer","2"
"2021","5","5/30","2026","1","N","62","Mule Deer","5"
"2021","5","5/30","2026","1","N","62","Unidentified Deer","1"
"2021","5","5/30","2026","1","N","63","Mule Deer","5"
"2021","5","5/30","2027","1","N","64","Mule Deer","7"
"2021","5","5/30","2027","1","N","64","Unidentified Deer","4"
"2021","5","5/30","2027","1","N","65","Mule Deer","9"
"2021","5","5/30","2028","1","N","66","Mule Deer","8"
"2021","5","5/30","2028","1","N","66","Unidentified Deer","6"
"2021","5","6/3","2232","2","E","67","Unidentified Ungulate","1"
"2021","5","6/6","416","2","E","68","Mule Deer","1"
"2021","5","6/8","505","2","E","69","Unidentified Deer","1"
"2021","5","6/11","2053","2","E","71","Mule Deer","1"
"2021","5","6/12","2108","2","E","73","Unidentified Deer","1"
"2021","5","6/15","2048","3","S","74","Mule Deer","1"
"2021","5","6/19","119","3","S","81","Unidentified Deer","1"
"2021","5","6/21","2252","3","S","82","Unidentified Deer","1"
"2021","5","6/23","324","3","S","86","Unidentified Mammal","1"
"2021","5","7/6","624","4","W","95","Mule Deer","1"
"2021","5","7/16","2347","5","N","99","Mule Deer","1"
"2021","5","7/17","705","5","N","100","Mule Deer","2"
"2021","5","7/20","202","5","N","101","Mule Deer","1"
"2021","5","7/21","14","5","N","102","Mule Deer","1"
"2021","5","7/22","308","5","N","103","Mule Deer","1"
"2021","5","7/24","109","5","N","104","Unidentified Deer","1"
"2021","5","7/27","351","6","E","105","Unidentified Deer","1"
"2021","5","8/1","624","6","E","108","Mule Deer","1"
"2021","5","8/9","305","8","W","112","Mule Deer","2"
"2021","5","8/13","144","8","W","113","Unidentified Deer","1"
"2021","5","8/13","144","8","W","114","Mule Deer","1"
"2021","5","8/13","146","8","W","115","Unidentified Deer","1"
"2021","6","5/14","524","1","N","2","Unidentified Mammal","1"
"2021","6","5/14","524","1","N","3","Mule Deer","1"
"2021","6","5/14","525","1","N","4","Mule Deer","1"
"2021","6","5/14","525","1","N","5","Mule Deer","2"
"2021","6","5/14","525","1","N","5","Unidentified Deer","2"
"2021","6","5/14","526","1","N","6","Unidentified Deer","2"
"2021","6","5/14","1958","1","N","7","Unidentified Mammal","1"
"2021","6","5/14","1959","1","N","8","Mule Deer","1"
"2021","6","5/14","1959","1","N","9","Mule Deer","1"
"2021","6","5/14","2003","1","N","10","Mule Deer","1"
"2021","6","5/15","2042","1","N","11","Mule Deer","2"
"2021","6","5/15","2042","1","N","11","Unidentified Deer","3"
"2021","6","5/15","2042","1","N","12","Mule Deer","5"
"2021","6","5/15","2042","1","N","12","Unidentified Deer","1"
"2021","6","5/15","2045","1","N","13","Mule Deer","1"
"2021","6","5/15","2045","1","N","13","Unidentified Deer","2"
"2021","6","5/15","2046","1","N","14","Mule Deer","1"
"2021","6","5/15","2047","1","N","15","Mule Deer","1"
"2021","6","5/15","2048","1","N","16","Unidentified Ungulate","1"
"2021","6","5/28","2138","1","N","17","Mule Deer","1"
"2021","6","5/28","2149","1","N","18","Unidentified Mammal","1"
"2021","6","5/29","24","1","N","19","Unidentified Mammal","1"
"2021","6","5/29","134","1","N","21","Unidentified Deer","1"
"2021","6","5/29","134","1","N","22","Mule Deer","1"
"2021","6","5/29","137","1","N","23","Mule Deer","1"
"2021","6","5/29","137","1","N","24","Mule Deer","1"
"2021","6","6/1","2140","2","E","26","Mule Deer","1"
"2021","6","6/1","2258","2","E","27","Unidentified Deer","1"
"2021","6","6/1","2258","2","E","28","Unidentified Deer","1"
"2021","6","6/1","2258","2","E","29","Mule Deer","1"
"2021","6","6/6","632","2","E","30","Mule Deer","1"
"2021","6","6/6","2127","2","E","31","Unidentified Deer","1"
"2021","6","6/6","2128","2","E","32","Mule Deer","1"
"2021","6","6/6","2128","2","E","33","Unidentified Deer","1"
"2021","6","6/6","2150","2","E","34","Unidentified Deer","1"
"2021","6","6/6","2151","2","E","36","Mule Deer","1"
"2021","6","6/9","34","2","E","37","Mule Deer","2"
"2021","6","6/9","34","2","E","38","Mule Deer","1"
"2021","6","6/9","35","2","E","40","Mule Deer","1"
"2021","6","6/9","424","2","E","42","Mule Deer","1"
"2021","6","6/9","425","2","E","43","Mule Deer","1"
"2021","6","6/9","425","2","E","43","Unidentified Deer","1"
"2021","6","6/9","426","2","E","44","Unidentified Deer","1"
"2021","6","6/9","427","2","E","45","Mule Deer","1"
"2021","6","6/9","427","2","E","45","Unidentified Deer","1"
"2021","6","6/9","2106","2","E","46","Unidentified Deer","1"
"2021","6","6/13","353","2","E","48","Mule Deer","1"
"2021","6","6/13","400","2","E","49","Mule Deer","1"
"2021","6","6/13","503","2","E","50","Mule Deer","1"
"2021","6","6/13","503","2","E","50","Unidentified Deer","1"
"2021","6","6/18","2124","3","S","52","Mule Deer","1"
"2021","6","6/25","305","3","S","53","Mule Deer","1"
"2021","6","7/13","2241","4","W","60","Cottontail","1"
"2021","6","7/21","644","5","N","62","Mule Deer","2"
"2021","6","7/24","140","5","N","63","Unidentified Deer","1"
"2021","6","7/27","356","6","E","64","Mule Deer","1"
"2021","6","7/31","540","6","E","65","Unidentified Deer","1"
"2021","6","8/13","527","8","W","67","Mule Deer","1"
"2021","7","5/18","423","1","N","1","Striped Skunk","1"
"2021","7","5/18","445","1","N","2","Cottontail","1"
"2021","7","5/18","1041","1","N","3","Unidentified Deer","1"
"2021","7","5/28","1313","1","N","4","Mule Deer","1"
"2021","7","6/1","2022","2","E","5","Mule Deer","1"
"2021","7","6/9","2129","2","E","6","Unidentified Deer","1"
"2021","7","6/9","2129","2","E","7","Unidentified Deer","1"
"2021","7","6/9","2130","2","E","8","Mule Deer","1"
"2021","7","6/12","532","2","E","10","Unidentified Deer","1"
"2021","7","6/28","835","3","S","12","Mule Deer","1"
"2021","7","7/8","1557","4","W","16","Mule Deer","1"
"2021","7","7/12","2318","4","W","17","Mule Deer","1"
"2021","7","7/16","17","5","N","18","Unidentified Deer","1"
"2021","7","7/20","1912","5","N","22","Mule Deer","1"
"2021","7","7/20","1913","5","N","23","Mule Deer","1"
"2021","7","7/20","1913","5","N","24","Unidentified Deer","1"
"2021","7","7/20","1913","5","N","25","Unidentified Deer","1"
"2021","7","7/20","1913","5","N","26","Unidentified Deer","1"
"2021","7","7/20","1914","5","N","27","Unidentified Deer","1"
"2021","7","7/20","1914","5","N","28","Unidentified Deer","1"
"2021","7","7/21","801","5","N","29","Unidentified Deer","1"
"2021","7","7/24","2237","5","N","30","Unidentified Deer","1"
"2021","7","8/9","805","8","W","32","Mule Deer","1"
"2021","7","8/9","806","8","W","33","Mule Deer","1"
"2021","8","5/16","2349","1","N","1","Unidentified Deer","1"
"2021","8","5/17","629","1","N","2","Unidentified Deer","1"
"2021","8","5/17","630","1","N","3","Mule Deer","1"
"2021","8","5/17","630","1","N","4","Mule Deer","1"
"2021","8","5/17","630","1","N","5","Mule Deer","1"
"2021","8","5/17","631","1","N","6","Mule Deer","1"
"2021","8","5/17","631","1","N","7","Unidentified Deer","1"
"2021","8","5/17","631","1","N","8","Unidentified Deer","1"
"2021","8","5/17","633","1","N","9","Unidentified Deer","1"
"2021","8","5/17","633","1","N","10","Unidentified Deer","1"
"2021","8","5/23","300","1","N","11","Mule Deer","1"
"2021","8","5/23","300","1","N","12","Mule Deer","1"
"2021","8","5/23","303","1","N","13","Unidentified Deer","1"
"2021","8","5/23","303","1","N","14","Mule Deer","1"
"2021","8","5/23","446","1","N","16","Mule Deer","1"
"2021","8","5/23","447","1","N","17","Unidentified Deer","1"
"2021","8","5/23","447","1","N","18","Unidentified Deer","1"
"2021","8","8/2","1733","7","S","26","Mule Deer","1"
"2021","8","8/11","1245","8","W","28","Unidentified Deer","1"
